CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
60.875.259/0001-08;NAKATA SA IND E COMERCIO;NAKATA;1977-07-20;;1998-11-18;ELISÃO POR INCORPORAÇÃO;CANCELADA;1998-11-18;9059;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;AV FUKUICHI NAKATA 451/539;;;DIADEMA;SP;BRASIL;9950400;11;7465700;11;7461112;;DIRETOR DE RELAÇÕES COM INVESTIDORES;EIZO NAKAMARU;1977-07-20;AV FUKUICHI NAKATA 451/539;;;DIADEMA;SP;;9950400;11;7461555;0011;;;62.357.348/0001-98;SOC TEC AUDITORIA SOMATEC SC
14.200.586/0001-42;NAOMI PARTICIPAÇÕES SA;NAOMI PARTICIPAÇÕES;2011-12-12;2011-06-15;2019-03-22;ELISÃO POR INCORPORAÇÃO;CANCELADA;2019-03-22;22667;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2011-12-12;FASE OPERACIONAL;2012-12-08;PRIVADO HOLDING;SEDE;Rua Pamplona, 818;conjunto 92;Jardim Paulista;SÃO PAULO;SP;BRASIL;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp-investments.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANILO GAMBOA;2013-08-28;RUA PAMPLONA, 818;CONJUNTO 92;JARDIM PAULISTA;SÃO PAULO;SP;;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp.com.br;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
15.377.572/0001-61;NASA SECURITIZADORA S.A.;NOVA SECURITIZADORA S.A.;2016-03-21;2012-04-11;;;ATIVO;2021-11-03;23906;Securitização de Recebíveis;;Categoria B;2016-03-21;FASE OPERACIONAL;2015-11-09;PRIVADO;SEDE;Avenida Isaac Povoas, 1177;Sala 1101;Centro;CUIABÁ;MT;BRASIL;78045440;65;36240148;65;30232945;nasasecuritizadora@gmail.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALEXANDRO ELIAS BENEDETTI;2015-06-09;AVENIDA ISAAC POVOAS, 1177;SALA 1101;CENTRO;CUIABÁ;MT;;78045440;65;36240148;65;30232945;alexandro@nasasec.com.br;05.060.765/0001-30;AJCA AUDITORES INDEPENDENTES S/S
62.336.953/0001-82;NATIONAL DISTILLERS DO BR SA;NATIONAL DISTILLERS;1985-06-17;;1986-11-28;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1986-11-28;12394;Emp. Adm. Participações;;;;;;ESTRANGEIRO;SEDE;RUA ALEXANDRE DUMAS 2372/1 AND;;;SÃO PAULO;SP;BRASIL;4717000;11;5233455;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ROBERTO BELIZARIO;1985-06-17;RUA ALEXANDRE DUMAS 2372 1/AND;;;SÃO PAULO;SP;;4717000;11;5233455;0011;;;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
43.504.489/0001-41;NATIVA TRANSFORMADORES SA;NATIVA;1986-10-03;;1992-11-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1992-11-18;13048;Máquinas, Equipamentos, Veículos e Peças;;;;;;PRIVADO;SEDE;R 25 DE FEVEREIRO 47;;;PORTO ALEGRE;RS;BRASIL;90240000;0512;423988;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSE OSVALDO DA SILVA SALADA;1986-10-03;RUA 25 DE FEVEREIRO 47;;;PORTO ALEGRE;RS;;90240000;0512;423965;0512;;;92.905.264/0001-02;DIEHL BIEDERMAN BORDASCH SC
32.785.497/0001-97;NATURA & CO HOLDING S.A.;NATURA & CO HOLDING S.A.;2019-09-25;2019-01-21;;;ATIVO;2019-09-25;24783;Farmacêutico e Higiene;BOLSA;Categoria A;2019-09-25;FASE OPERACIONAL;2019-07-29;PRIVADO;SEDE;AVENIDA ALEXANDRE COLARES, Nº 1.188;SALA A17      BLOC;PARQUE ANHANGUERA;SÃO PAULO;SP;;5106000;11;43899700;11;43899700;ri@natura.net;DIRETOR DE RELAÇÕES COM INVESTIDORES;GUILHERME STRANO CASTELLAN;2022-05-31;AV.ALEXANDRE COLARES, 1188;S/N;VILA JAGUARA;SÃO PAULO;SP;;5106000;11;43899700;0;0;oficios@natura.net;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
71.673.990/0001-77;NATURA COSMETICOS SA;NATURA COSMETICOS SA;2004-05-21;1969-08-28;;;ATIVO;2004-05-21;19550;Farmacêutico e Higiene;BOLSA;Categoria B;2020-04-09;FASE OPERACIONAL;2004-05-21;PRIVADO;SEDE;Avenida Alexandre Colares, 1188;N/A;Vila Jaguara;SÃO PAULO;SP;BRASIL;5106000;11;43897786;11;44462131;ri@natura.net;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOÃO PAULO BROTTO GONÇALVES FERREIRA;2020-04-03;AVENIDA ALEXANDRE COLARES, 118;;VILA JAGUARA;SÃO PAULO;SP;;5106000;11;43899700;0;0;oficios@natura.net;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
04.233.319/0001-18;NCF PARTICIPAÇÕES S.A.;NCF PARTICIPAÇÕES S.A.;2016-10-03;2000-12-26;;;ATIVO;2016-10-03;24015;Emp. Adm. Part. - Sem Setor Principal;;Categoria B;2016-10-03;FASE OPERACIONAL;2016-07-22;PRIVADO HOLDING;SEDE;Núcleo Cidade de Deus, Prédio Prata, 4º andar;;Vila Yara;OSASCO;SP;BRASIL;6029900;11;36843809;11;36845449;marcos.galende@bradesco.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LEANDRO DE MIRANDA ARAUJO;2019-01-15;CIDADE DE DEUS, SEM Nº;P. VERMELHO, 4° AN;VILA YARA;OSASCO;SP;;6029900;11;36814011;11;36843811;diretoria_ri@bradesco.com.br;02.878.522/0001-16;IRKO HIRASHIMA AUDITORES INDEPENDENTES LTDA.
01.083.200/0001-18;NEOENERGIA S.A;NEOENERGIA S.A.;1996-05-08;1996-02-14;;;ATIVO;1996-05-08;15539;Emp. Adm. Part. - Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2001-03-31;PRIVADO;SEDE;Praia do Flamengo, 78;3º andar;Flamengo;RIO DE JANEIRO;RJ;BRASIL;22210030;21;32359800;21;32359876;ri@neoenergia.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;LEONARDO PIMENTA GADELHA;2019-03-18;PRAIA DO FLAMENGO, 78;10º ANDAR;FLAMENGO;RIO DE JANEIRO;RJ;;22210030;21;32359800;0;0;ri@neoenergia.com;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
10.139.870/0001-08;NEOGRID PARTICIPACÕES S.A.;NEOGRID PARTICIPAÇÕES S.A.;2020-12-15;2008-07-01;;;ATIVO;2020-12-15;25399;Comunicação e Informática;;Categoria A;2020-12-15;FASE OPERACIONAL;2020-10-20;PRIVADO HOLDING;SEDE;AVENIDA SANTOS DUMONT, 935;1º ANDAR;SANTO ANTONIO;JOINVILLE;SC;;89218105;;;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;SUSANA RUSSI SALARU;2022-05-20;AV. SANTOS DUMONT, 935;1º ANDAR;SANTO ANTONIO;JOINVILLE;SC;;89218105;73;37416;0;0;ri@neogrid.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
60.881.364/0001-50;NESBER COMPANHIA INDUSTRIAL;BERGAMO;1977-07-20;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2010-01-04;1651;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2010-01-01;;;PRIVADO;SEDE;RUA JORGE CAIXE;127 - CONJ. 7;JARDIM NOMURA;COTIA;SP;BRASIL;6716690;11;41483164;11;41483164;bergamo@bergamo.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOÃO BATISTA DO NASCIMENTO;2004-07-02;AV. ORLANDA BERGAMO, 100;;CUMBICA;GUARULHOS;SP;;7232151;11;64871904;11;64871971;jb@bergamo.com.br;66.865.544/0001-24;TECNOAUD AUDITORES INDEPENDENTES S/S
00.108.786/0001-65;NET SERVIÇOS DE COMUNICAÇÃO S.A.;NET SERVIÇOS DE COMUNICAÇÃO S.A.;1994-11-22;1994-07-07;2014-12-31;ELISÃO POR INCORPORAÇÃO;CANCELADA;2014-12-31;14621;Telecomunicações;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1994-11-22;PRIVADO HOLDING;SEDE;Rua Verbo Divino, 1.356;2º andar;Chácara Sto Antônio;SÃO PAULO;SP;BRASIL;4719002;11;21112785;11;21112780;flauzino.ferreira@netservicos.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOSé ANTôNIO G. FéLIX;2010-08-02;RUA VERBO DIVINO,1356;1º ANDAR;CHáCARA SANTO ANTôNIO;SÃO PAULO;SP;;4719002;11;21112785;11;21112780;ri@netservicos.com.br;11.245.719/0001-09;DIRECTA AUDITORES
00.192.769/0001-59;NEUMARKT TRADE AND FINANCIAL CENTER S/A;NEUMARKT TRADE AND FINANCIAL CENTER S/A;1994-10-27;1994-08-23;;;ATIVO;1994-10-27;14613;Crédito Imobiliário;;Categoria B;2010-01-01;FASE OPERACIONAL;1994-10-27;PRIVADO;SEDE;RUA SETE DE SETEMBRO, 1213;NEUMARKT;CENTRO;BLUMENAU;SC;BRASIL;89010203;47;30366600;47;30366600;dri.ntfc@almeidajunior.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;JAIMES BENTO DE ALMEIDA NETO;2016-08-31;AV. BRIGADEIRO FARIA LIMA 3015;12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;;1452000;011;37073333;011;37073333;dri.ntfc@almeidajunior.com.br;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP
02.604.997/0001-14;NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO;1998-07-20;1998-06-24;;;ATIVO;1998-07-20;17540;Emp. Adm. Part. - Telecomunicações;BALCÃO ORGANIZADO;Categoria A;2010-01-01;EM LIQUIDAÇÃO JUDICIAL;2019-02-19;PRIVADO HOLDING;SEDE;Avenida Rio Branco, nº 311;Sala 523 (parte);Centro;RIO DE JANEIRO;RJ;BRASIL;20040903;21;21967200;21;21967201;alberto.guth@angrapartners.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FERNANDO JOSÉ DO AMARAL FRIEDHEIM;2018-10-25;RUA EMBAIXADOR MORGAN, 12;;HUMAITA;RIO DE JANEIRO;RJ;;22261140;21;25396005;0;0;f.friedheim@ig.com.br;18.227.733/0001-29;PEMOM AUDITORES INDEPENDENTES LTDA.
10.302.690/0001-97;NEXFUEL BIOENERGIA S/A;NEXFUEL BIOENERGIA S/A;2010-06-24;2008-08-19;2012-01-30;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2012-01-30;22063;Agricultura (Açúcar, Álcool e Cana);;Categoria B;2010-06-24;FASE PRÉ-OPERACIONAL;2010-06-24;PRIVADO;SEDE;Rua Gomes de Carvalho, 1069;cj. 91;Vila Olímpia;SÃO PAULO;SP;BRASIL;4547004;11;30409545;11;38421162;bergas@nexparcorp.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;BENJAMIN JEAN-YVES ERGAS;2010-03-08;R. GOMES DE CARAVLHO 1069;91;VILA OLIMPIA;SÃO PAULO;SP;;4547004;11;30409531;11;38421162;bergas@nexparcorp.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
08.613.550/0001-98;NEXPE PARTICIPAÃiES S.A.;NEXPE PARTICIPAÃiES S.A.;2007-10-26;2007-01-16;;;ATIVO;2007-10-26;21180;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2007-10-26;PRIVADO;SEDE;AVENIDA DAS AMéRICAS, 3301;BLOCO 3, SALA 204;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;;22631003;21;34333000;21;34333065;ri@nexpe.co;DIRETOR DE RELAÇÕES COM INVESTIDORES;ANDREA DE RIZZIO;2020-07-01;AVENIDA DAS AMÉRICAS, 3301;BLOCO 3, SALA 204;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;;22631003;21;33433000;21;34333065;ri@brbrokers.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
14.200.537/0001-00;NISA PARTICIPAÇÕES SA;NISA PARTICIPAÇÕES;2011-12-12;2011-06-15;2014-12-19;ELISÃO POR INCORPORAÇÃO;CANCELADA;2014-12-19;22640;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2011-12-12;FASE PRÉ-OPERACIONAL;2011-12-12;PRIVADO HOLDING;SEDE;Rua Pamplona, 818;conjunto 92;Jardim Paulista;SÃO PAULO;SP;BRASIL;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp-investments.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;THIAGO EMANUEL RODRIGUES;2011-06-15;RUA PAMPLONA, 818, CONJ. 92;;JARDIM PAULISTA;SÃO PAULO;SP;;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp-investments.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
13.558.218/0001-08;NITROCARBONO SA;NITROCARBONO;1972-11-23;;2003-03-31;ELISÃO POR INCORPORAÇÃO;CANCELADA;2003-03-31;9075;Petroquímicos e Borracha;;;;;;PRIVADO;SEDE;RUA HIDROGENIO 2318;;COPEC;CAMAÇARI;BA;BRASIL;41810000;71;6324000;71;6321864;www.braskem.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;PAUL ELIE ALTIT;1972-11-23;AV. DAS NAçoES UNIDAS 4.777;4º ANDAR;A. DE PINHEIROS;SÃO PAULO;SP;;5477000;11;34439531;11;34439532;paul.altit@braskem.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
14.200.699/0001-48;NOAH PARTICIPAÇÕES SA;NOAH PARTICIPAÇÕES;2011-12-12;2011-06-15;2019-09-05;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2019-09-05;22659;Emp. Adm. Part. - Sem Setor Principal;;Categoria A;2011-12-12;FASE PRÉ-OPERACIONAL;2011-12-12;PRIVADO HOLDING;SEDE;Rua Pamplona, 818;conjunto 92;Jardim Paulista;SÃO PAULO;SP;BRASIL;1405001;11;35565505;11;35565566;todosformulariodereferencia@gp-investments.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;DANILO GAMBOA;2013-04-30;AV. BRIGADEIRO FARIA LIMA;3900, 7º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538132;011;35565555;011;35565535;todosformulariodereferencia@gp.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
43.834.894/0001-28;NORCHEM PARTICIPAÇÕES E CONSULTORIA SA;NORCHEM;1981-09-30;;2003-01-23;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2003-01-23;9105;Bancos;;;;;;ESTRANGEIRO;SEDE;Avenida Álvares Cabral;nº 1707;Santo Agostinho;BELO HORIZONTE;MG;BRASIL;30170001;31;32903700;31;32903168;ri@bancobmg.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALBERTO RODRIGUES PINTO FERREIRA;1981-09-30;AV. BRIG. FARIA LIMA, 3729 - 1;5 ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538905;11;30483525;11;30483851;alberto.ferreira@jpmchase.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
13.015.151/0001-65;NORCON SOCIEDADE NORDESTINA DE CONSTRUCÕES S/A;NORCON;2008-06-23;1958-01-01;2010-05-13;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2010-05-13;21504;Construção Civil, Mat. Constr. e Decoração;;Categoria B;2010-01-01;;;PRIVADO;SEDE;RUA BASILIO ROCHA, 216;;GETULIO VARGAS;ARACAJU;SE;BRASIL;49055110;79;21077505;79;21077501;ri@norcon.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;CRISTIANO DE MORAES TEIXEIRA;2008-11-03;RUA BASíLIO ROCHA, 216;;GETúLIO VARGAS;ARACAJU;SE;;49055110;79;21077506;79;21077501;ri@norcon.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
13.606.611/0001-20;NORDEQ EQUIPS INDLS DO NE SA;NORDEQ;1984-06-01;;1988-09-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1988-09-23;11886;Metalurgia e Siderurgia;;;;;;PRIVADO;SEDE;VIA CENTRO 4364 CENTRO ARATU;;;SIMÕES FILHO;BA;BRASIL;43700000;71;5948611;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;YVAN BELCHIOR DA C. MEIRELLES;1984-06-01;VIA CENTRO 4364  CENTRO ARATU;;;SIMÕES FILHO;BA;;43700000;71;5948611;0071;;;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
60.884.319/0001-59;NORDON INDS METALURGICAS SA;NORDON INDS METALURGICAS SA;1956-08-23;1956-08-23;;;ATIVO;1956-08-23;9083;Metalurgia e Siderurgia;BOLSA;Categoria A;2010-01-01;PARALISADA;2003-09-30;PRIVADO;SEDE;Alameda Roger Adam, 169;ESCRITORIO;Utinga;SANTO ANDRÉ;SP;BRASIL;9080620;41;30291806;41;30291810;nordon@netpar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;ELIZABETH DO ROCIO FREITAS;1956-08-23;RUA COMENDADOR ARAUJO, 143 CJ;62;CENTRO;CURITIBA;PR;BRASIL;80420900;41;30291806;41;30291810;nordon@netpar.com.br;15.869.741/0001-80;MÜLLER, PREI & HOFF AUDITORES INDEPENDENTES S/S
60.394.301/0001-79;NOROESTE SEGURADORA SA;NOROESTE SEGURADORA;1977-07-20;;1994-06-10;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA;1994-06-10;9113;Seguradoras e Corretoras;;;;;;PRIVADO;SEDE;AV PAULISTA 1439 11 ANDAR;;;SÃO PAULO;SP;BRASIL;1311200;11;2512111;11;2515614;;DIRETOR DE RELAÇÕES COM INVESTIDORES;JOAO JULIO PROENCA;1977-07-20;AV PAULISTA 1439 / 11 ANDAR;;;SÃO PAULO;SP;;1311000;11;2512111;0011;;;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
07.467.619/0001-50;NORSE ENERGY DO BRASIL SA;NORSE ENERGY DO BRASIL SA;2008-02-29;2005-04-29;2009-03-03;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2009-03-03;21369;Petróleo e Gás;;;;;;ESTRANGEIRO;SEDE;PRAIA DE BOTAFOGO 228;SL. 801-PARTE;BOTAFOGO;RIO DE JANEIRO;RJ;BRASIL;22250040;21;30787475;21;25537475;jose.almeida@norseenergy.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;CARL PETER BERG;2007-09-12;RUA CANNINGAN;31-CO1;IPANEMA;RIO DE JANEIRO;RJ;;22081040;5521;30787472;5521;25537475;carl.peter.berg@norseenergy.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
09.625.321/0001-56;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;2020-07-03;2008-05-26;;;ATIVO;2020-07-03;24988;Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2020-07-03;FASE OPERACIONAL;2020-03-04;PRIVADO;SEDE;ST SCN QUADRA 01, Nº 85;BLOCO C, SALAS 170;ASA NORTE;BRASÍLIA;DF;;70711902;61;21965000;;;ri@nbte.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;DENISE ARAÚJO FRANCISCO;2020-03-02;AVENIDA EMBAIXADOR ABELARDO BU;Nº 199 /SL 204;JACAREPAGUÁ;RIO DE JANEIRO;RJ;;22775040;21;32671180;0;0;ri.nbte@evoltz.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
12.300.288/0001-07;NORTE ENERGIA S.A;NORTE ENERGIA S.A;2020-09-14;2010-07-21;;;ATIVO;2020-09-14;25097;Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2020-09-14;FASE OPERACIONAL;2020-07-20;PRIVADO;SEDE;ST SCN QUADRA 4 BLOCO B;CENTRO EMPRESARIAL VARIG;ASA NORTE;BRASÍLIA;DF;;70714900;61;34102010;;;ri@norteenergiasa.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LUIZ FERNANDO ROLLA;2017-06-02;SETOR COMERCIAL NORTE, QUADRA;Q.4 BL B100 SL 904;ASA NORTE;BRASÍLIA;DF;;70714900;61;34102014;61;34102010;ri@norteenergiasa.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
29.950.060/0001-57;NORTEC QUIMICA S.A.;NORTEC QUIMICA S.A.;2012-11-23;2002-07-25;;;ATIVO;2012-11-23;22985;Farmacêutico e Higiene;;Categoria A;2012-11-23;FASE OPERACIONAL;2012-07-31;PRIVADO;SEDE;Rua Dezessete;Número 200;Xerém;DUQUE DE CAXIAS;RJ;BRASIL;25250612;21;36517300;21;36517319;ri@nortecquimica.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MARCELO CAPANEMA MANSUR;2019-05-30;RUA DEZESSETE;200;XERÉM;DUQUE DE CAXIAS;RJ;;25250612;21;36517300;21;36517319;ri@nortecquimica.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
19.853.511/0001-84;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.;2018-04-19;2014-02-18;2022-03-18;Cancelamento Voluntário - IN CVM 480/09;CANCELADA;2022-03-18;24384;Emp. Adm. Part. - Serviços médicos;BOLSA;Categoria A;2018-04-19;FASE OPERACIONAL;2018-02-26;PRIVADO;SEDE;Avenida Paulista, 867, 8º andar;Conjunto 82, Sala A;Bela Vista;SÃO PAULO;SP;BRASIL;1311100;11;31559276;11;31551766;ri@intermedica.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GLAUCO DESIDERIO;2014-07-25;AV. PAULISTA, 867;8º/CONJ 82;BELA VISTA;SÃO PAULO;SP;;1311100;11;31559276;11;31551766;ri@intermedica.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
04.634.250/0001-34;NOVA AÇÃO PARTICIPAÇÕES S.A.;COMPANHIA NOVA SUL AMERICA;2002-01-31;2001-08-21;2020-05-29;ELISÃO POR INCORPORAÇÃO;CANCELADA;2020-05-29;19224;Emp. Adm. Part. - Sem Setor Principal;;Categoria B;2010-06-10;FASE OPERACIONAL;2003-06-30;PRIVADO;SEDE;Rua Beatriz Larragoiti Lucas 121;Parte;Cidade Nova;RIO DE JANEIRO;RJ;BRASIL;20211903;21;25068585;21;25068197;ri@sulamerica.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;LAÊNIO PEREIRA DOS SANTOS;2008-04-30;RUA BEATRIZ LARRAGOITI LUCAS;121, PARTE;CIDADE NOVA;RIO DE JANEIRO;RJ;;20211903;21;25068181;21;25068779;lpereira@sulamerica.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
15.101.520/0001-68;NOVA ALIANCA SA;EMPRESA COMERCIAL, INDUSTRIAL E OUTRAS;1977-07-20;1932-03-17;2005-11-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA;2005-11-29;10251;Agricultura (Açúcar, Álcool e Cana);;;;;;PRIVADO;SEDE;ROD BR 324 KM 555;;MATA ALIANCA;AMÉLIA RODRIGUES;BA;BRASIL;44230000;75;6256000;75;6256774;;DIRETOR DE RELAÇÕES COM INVESTIDORES;EDUARDO MONIZ BARRETO LISBOA;1977-07-20;ROD BR 324 KM 555;;MATA ALIANCA;AMÉLIA RODRIGUES;BA;;44230000;75;36256000;75;36256774;novalianca@uol.com.br;11.245.719/0001-09;DIRECTA AUDITORES
33.007.592/0001-22;NOVA AMERICA SA;NOVA AMERICA S/A;1987-07-20;1924-01-18;2011-07-15;Cancelamento de ofício - IN CVM 480/09;CANCELADA;2011-07-15;3751;Têxtil e Vestuário;;Categoria A;2010-01-01;;;PRIVADO;SEDE;ESTRADA CACHOEIRA DAS DORES;1693;IMBARIÊ;DUQUE DE CAXIAS;RJ;BRASIL;25275130;21;26784000;21;26780086;rose@novaamericatextil.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FRANKLIN VIEIRA WALTER;2004-04-30;ESTRADA CACHOEIRA DAS DORES;1693;IMBARIE;DUQUE DE CAXIAS;RJ;;252751;21;26784000;21;26780086;fvw@novaamericatextil.com.br;40.262.602/0001-31;BKR - LOPES, MACHADO AUDITORES
08.903.116/0001-42;NOVA SECURITIZAÇÃO S/A;NOVA SECURITIZAÇÃO S/A;2007-09-11;2007-05-17;2019-10-30;ELISÃO POR INCORPORAÇÃO;CANCELADA;2019-10-30;21105;Securitização de Recebíveis;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;2011-09-23;PRIVADO;SEDE;Rua Tabapuã, 1123;21º andar;Itaim Bibi;SÃO PAULO;SP;BRASIL;4533004;11;33207470;11;33207470;gestao@isecbrasil.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FERNANDO PINILHA CRUZ;2017-04-29;RUA TABAPUÃ 1123;21º ANDAR CJ 215;ITAIM BIBI;SÃO PAULO;SP;;4533004;11;33207474;11;33207474;gestao@isecbrasil.com.br;06.096.033/0001-63;BLB - AUDITORES INDEPENDENTES
65.441.354/0001-17;NOVA SHOPPING CENTER SA;NOVA SHOPPING CENTER;1996-02-22;;1997-02-05;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA;1997-02-05;15385;Emp. Adm. Participações;;;;;;PRIVADO;SEDE;ROD PRESIDENTE DUTRA 12001;;;NOVA IGUAÇU;RJ;BRASIL;26221190;21;27962640;21;27965188;;DIRETOR DE RELAÇÕES COM INVESTIDORES;OSCAR DIAS BARBOSA;1996-02-22;ROD PRESIDENTE DUTRA 12001;;;NOVA IGUAÇU;RJ;;26221190;21;7962640;0021;7965188;;52.803.244/0001-06;KPMG AUDITORES ASSOCIADOS
